Mine ID,Mine Name,Mine Name AKAs,GEM Wiki Page (ENG),GEM Wiki Page (Non-ENG),Status,Status Detail,Project Type,Project Phase,Operators,Owners,Production or Capacity Data,"Coal Output (Annual, Mt)","Coal Ouput (Annual, Mst)",Mine Type,Mining Method,Mine Size (Km2),Mine Depth (m),Depth Accuracy,Coal Type,Coal Grade,Worforce Size,Reserves Total (Proven & Probable),Proven Reserve,Probable Reserve,Resource (Measured),Resource (Indicated),Resource (Measure + Indicated),"Resource (Total - Inferred, Indicated, Measured)",Reserve to Production Ratio (R/P),Coalfield,Location,County,"Prefecture, District","State, Province",Country,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Coal Plant, Steel Plant, Terminal","Coal Plant, Steel Plant, Terminal GEM Wiki",Opening Year,Reported Life of Mine (Remaining)
M1321,Tiefa Daxing Coal Mine,铁法煤业（集团）有限责任公司大兴煤矿,https://www.gem.wiki/Tiefa_Daxing_Coal_Mine,https://www.gem.wiki/%E9%93%81%E6%B3%95%E7%85%A4%E4%B8%9A%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%A4%A7%E5%85%B4%E7%85%A4%E7%9F%BF,Operating,,,,"Tiefa Coal Industry (Group) Co., Ltd.","Liaoning Energy Industry Holding Group Co., Ltd.",Capacity,2.4,,Underground,Longwall,21.1991,800,Exact,Bituminous,Thermal,4027,355,-,-,-,-,-,-,148,Tiefa,Xiaoming Town,Diaobingshan,Tieling,Liaoning,China,East Asia,42.404415,123.593334,Exact,,,,1990,44
M1468,Tigyit coal mine,တီကျစ်,https://www.gem.wiki/Tigyit_coal_mine,,Operating,,,,China National Heavy Machinery Corporation,,Production,0.7,,Surface,,,50,Estimate,Subbituminous,Thermal,,-,-,-,-,-,-,-,,,,,Taunggyi,Shan,Myanmar,South East Asia,20.4205506,96.7120041,Exact,,,,2002,
M0856,Tikhova Coal Mine,С.Д. Тихова,https://www.gem.wiki/Tikhova_coal_mine,,Proposed,Announced,Expansion,,Industrial Metallurgical Holding-Coal (IMH-Coal),Industrial Metallurgical Holding,Capacity,1,,Underground,Longwall,,448,Estimate,Bituminous,Met,,65,-,-,-,-,-,195,65,Kuzbass,Leninsk-Kuznetsky,,,Kemerovo,Russia,Eurasia,54.53179,86.167471,Exact,,,,2023,
M0856,Tikhova Coal Mine,С.Д. Тихова,https://www.gem.wiki/Tikhova_coal_mine,,Operating,,,,Industrial Metallurgical Holding-Coal (IMH-Coal),Industrial Metallurgical Holding,Production,1.8,,Underground,,,448,Estimate,Bituminous,Met,,65,-,-,-,-,-,-,36,,Konevo,,Leninsk-Kuznetsky,Kemerovo,Russia,Eurasia,54.53179,86.167471,Exact,,,,1973,
M0362,Tingnan Coal Mine,陕西长武亭南煤业有限责任公司亭南煤矿,https://www.gem.wiki/Tingnan_Coal_Mine,https://www.gem.wiki/%E9%99%95%E8%A5%BF%E9%95%BF%E6%AD%A6%E4%BA%AD%E5%8D%97%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E4%BA%AD%E5%8D%97%E7%85%A4%E7%9F%BF,Operating,,,,Shaanxi Changwu Tingnan Coal Industry Company,Shandong Energy Group,Capacity,5,,Underground,,35.55,490,Estimate,Bituminous,Thermal,,204,-,-,-,-,-,-,41,,Tingkou Town,Changwu,Xianyang,Shaanxi,China,East Asia,35.096062,107.943871,Exact,,,,2006,29
M1213,Tingziyan Surface Mine,准格尔旗窑沟乡厅子堰煤矿有限责任公司厅子堰煤矿,https://www.gem.wiki/Tingziyan_Coal_Mine,https://www.gem.wiki/准格尔旗窑沟乡厅子堰煤矿有限责任公司厅子堰煤矿,Proposed,Construction,Upgrade,,Jungar  Yaogouxiang Tingziyan Coal Minging Co.,"Inner Mongolia Xinglong Energy Group (51%), Shanxi Lanhua Coal Industry Group (44.48%), Capital Industy Construction Group(4%), Others (0.52%)",Capacity,2.4,,Underground,,4.063,490,Estimate,Bituminous,,,64.22,-,-,-,-,-,-,27,,Xuejiawan Town,Jungger,Ordos,Inner Mongolia,China,East Asia,39.872686,111.334636,Exact,,,,,19.5
M0643,Tokisud North Coal Mine,,https://www.gem.wiki/Tokisud_North_coal_mine,,Proposed,Pre-Permit,New,,NMDC,NMDC,Capacity,2.32,,Surface,Open Pit,3.16,220,Exact,Lignite,Thermal,,52,-,-,-,-,-,103,22,South Karanpura,Tokisud,,Hazaribagh,Jharkhand,India,South Asia,23.701,85.231,Approximate,Coal Plant,Mahan Super Thermal Power Plant,https://www.gem.wiki/Mahan_Super_Thermal_Power_Project,2020,
M1214,Toksun Coal Mine,新疆黑山露天矿有限公司托克逊露天煤矿,https://www.gem.wiki/Toksun_Coal_Mine,https://www.gem.wiki/%E6%96%B0%E7%96%86%E9%BB%91%E5%B1%B1%E9%9C%B2%E5%A4%A9%E7%9F%BF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%89%98%E5%85%8B%E9%80%8A%E9%9C%B2%E5%A4%A9%E7%85%A4%E7%9F%BF,Operating,,,,"Xinjiang Heishan Surface Mine Co., Ltd.","Xinjiang Heishan Surface Mine Co., Ltd.",Capacity,3.5,,Surface,Open Pit,,50,Estimate,Bituminous,,221,-,-,-,-,-,-,-,,Houxia,Heishan Mining Area,Toksun County,Turpan,Xinjiang,China,East Asia,43.237625,87.519177,Approximate,,,,,
M1275,Tomskaya Coal Mine,Томская,https://www.gem.wiki/Tomskaya_mine,,Proposed,Permitted,Recommission,,Raspadskaya Coal Company,Evraz,Capacity,2,,Surface,Open Pit,,59,Estimate,Bituminous,Met,,-,-,-,-,-,-,-,,,Mezhdurechensk,,,Kemerovo,Russia,Eurasia,53.6433572,87.8464302,Approximate,,,,TBD,
M0363,Tongxin Coal Mine,大同煤矿集团有限责任公司同忻矿（同煤国电同忻煤矿有限公司）,https://www.gem.wiki/Tongxin_Coal_Mine,https://www.gem.wiki/%E5%90%8C%E7%85%A4%E5%9B%BD%E7%94%B5%E5%90%8C%E5%BF%BB%E7%85%A4%E7%9F%BF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,Tongmei Guodian Tongxin Coal Mine,"Shanxi State-Owned Capital Investment and Operation Company (65%), China Cinda Asset Management Company (30%), Jinneng Group Company (2%), Others (3%)",Capacity,10,,Underground,,85.12,490,Estimate,Bituminous,Thermal & Met,,588,-,-,-,-,-,-,59,,Kouquan Town,Yungang District,Datong,Shanxi,China,East Asia,40.013182,113.103349,Exact,,,,2013,59
M0703,TOP Coal Mine,,https://www.gem.wiki/TOP_coal_mine,,Operating,,,,Telen Orbit Prima,United Tractors Tbk,Production,0.67,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,,10,-,-,-,-,-,-,15,Buhut Jaya,,Kapuas Tengah,Kapaus,Central Kalimantan,Indonesia,South East Asia,-1.216067,114.804693,Exact,,,,2009,
M1367,Topa Coal Mine,Kuju mines,https://www.gem.wiki/Kuju_coal_mines,,Operating,,,,Central Coalfields Limited (CCL),Coal india,Production,1.2,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,,-,-,-,-,-,-,-,,Ramgarh,,,,Jharkhand,India,South Asia,23.7379,85.4807,Exact,,,,,
M1075,Trapper Mine,,https://www.gem.wiki/Trapper_Mine,,Operating,,,,Trapper Mining,MidAmerican Energy Holdings,Production,1.9,2.1,Surface,Open Pit,,75,Estimate,Subbituminous,Thermal,145,-,-,-,-,-,-,-,,Uinta Basin,,,,Colorado,United States,US & Canada,40.428786,-107.539759,Exact,,,,,
M0716,Trubaindo Coal Mine,,https://www.gem.wiki/Trubaindo_coal_mine,,Operating,,,,Trubaindo Coal Mining,Indo Tambangraya Megah Tbk.,Production,4.9,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,,48.6,-,-,-,-,-,413.3,10,,,Muara Lawa,Kutai Barat,East Kalimantan,Indonesia,South East Asia,-0.317194,115.85404,Exact,,,,2005,
M0644,Tubed Coal Mine,,https://www.gem.wiki/Tubed_coal_mine,,Proposed,Pre-Permit,New,,"Hindalco Industries (HIL), Tata Power","Aditya Birla Group, Tata Group",Capacity,6,,Surface,Open Pit,4.60,230,Exact,Lignite,Thermal,,-,-,-,167,23,-,189,,Auranga,Tubed,,Latehar,Jharkhand,India,South Asia,23.82119,84.57721,Approximate,,,,2017,30
M0975,Tufanbeyli Coal Mine,,https://www.gem.wiki/Tufanbeyli_coal_mine,,Operating,,,,Fernas Construction,Enerjisa Enerji Üretim,Production,5.5,,Surface,Open Pit,,50,Estimate,Lignite,Thermal,,250,-,-,-,-,-,-,45,Tufanbeyli,,,Tufanbeyli,Adana,Turkey,Europe (non-EU),38.18562,36.26994,Exact,Coal Plant,Tufanbeyli Power Station,https://www.gem.wiki/Tufanbeyli_power_station,2016,
M1360,Tulunugol-Azeisky Coal Mine,Tulunugol Coal Mine,https://www.gem.wiki/Azeisky-Tulunugol_coal_mine,,Operating,,,,VostSibUgol (VSU) Company,En+Group,Production,1.8,,Surface,Open Pit,,50,Estimate,Lignite,Thermal,,109,-,-,-,-,-,-,61,,Tulun,,Tulunsky,Irkutsk,Russia,Eurasia,54.47333333,100.7019444,Exact,,,,1969,
M1276,Tulunugol-Mugunsky Coal Mine,Tulunugol Coal Mine,https://www.gem.wiki/Tulunugol-Mugunsky_coal_mine#cite_note-6,,Operating,,,,VostSibUgol (VSU) Company,En+Group,Production,7,,Surface,Open Pit,,50,Estimate,Lignite,Thermal,,303,-,-,-,-,-,-,43,,Algatui,,Tulunsky,Irkutsk,Russia,Eurasia,54.438203,100.189476,Exact,,,,1990,
M1276,Tulunugol-Mugunsky Coal Mine,Tulunugol Coal Mine,https://www.gem.wiki/Tulunugol-Mugunsky_coal_mine#cite_note-6,,Proposed,Announced,Expansion,,VostSibUgol (VSU) Company,En+Group,Capacity,2.5,,Surface,Open Pit,,50,Estimate,Lignite,Thermal,,-,-,-,-,-,-,-,,,Algatui,,Tulunsky,Irkutsk,Russia,Eurasia,54.438203,100.189476,Exact,,,,2021,
M0976,Tuncbilek Coal Mine,,https://www.gem.wiki/Tuncbilek_coal_mine,,Operating,,,,West Lignite Enterprise (Garp Linyitleri İşletmesi Müessesesi Müdürlüğü),TKI,Production,1.1,,Surface,Mixed,,50,Estimate,Lignite,Thermal,,62,-,-,-,-,-,-,56,,Tunçbilek,,Tavşanlı,Kutahya,Turkey,Europe (non-EU),39.634823,29.455311,Exact,Coal Plant,Polat Power Station,https://www.gem.wiki/Polat_power_station,1939,
M1215,Tunlan Coal Mine,山西焦煤集团有限责任公司屯兰煤矿,https://www.gem.wiki/Tunlan_Coal_Mine,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E7%84%A6%E7%85%A4%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%B1%AF%E5%85%B0%E7%85%A4%E7%9F%BF,Operating,,,,"Shanxi Coking Coal Group Co.,Ltd.","Shanxi Coking Coal Group Co.,Ltd.",Capacity,4,,Underground,Longwall,73.34,490,Estimate,Bituminous,Thermal,3835,559.21,-,-,-,-,-,-,140,Xishan,Muguahui Village,Gujiao City,Taiyuan,Shanxi,China,East Asia,37.900102,112.108964,Exact,,,,2002,88.8
M1076,Tunnel Ridge Coal Mine,,https://www.gem.wiki/Tunnel_Ridge_Mine,,Operating,,,,"Tunnel Ridge, LLC",Alliance Resource Partners,Production,6.62,7.3,Underground,Longwall,38,213,Exact,Bituminous,Thermal,446,71.6,33,38,17,-,-,-,11,Appalachian Region,Wheeling,Ohio,,West Virginia,United States,US & Canada,40.1198825,-80.5880999,Exact,,,,2012,
M0764,Turow Coal Mine,KWB Turów,https://www.gem.wiki/Turów_coal_mine,,Operating,,,,Polska Grupa Energetyczna (PGE),Polska Grupa Energetyczna (PGE),Production,6.5,,Surface,Open Pit,24.87,50,Estimate,Lignite,Thermal,,700,-,-,-,-,-,-,108,Turoszów,Bogatynia,,,Lower Silesian,Poland,Europe (EU-27),50.928753,14.926341,Exact,Coal Plant,Turow Power Station,https://www.gem.wiki/Turów_power_station,1904,6
M0764,Turow Coal Mine,KWB Turów,https://www.gem.wiki/Turów_coal_mine,,Proposed,Permitted,Expansion,,Polska Grupa Energetyczna (PGE),Polska Grupa Energetyczna (PGE),Capacity,11.5,,Surface,Open Pit,6,330,Exact,Lignite,Thermal,,290,-,-,-,-,-,-,25,Turoszów,Gubin,,,Lower Silesian,Poland,Europe (EU-27),50.928753,14.926341,Exact,Coal Plant,Turow Power Station,https://www.gem.wiki/Turów_power_station,2020,24
M0704,Tutupan Coal Mine,,https://www.gem.wiki/Tutupan_coal_mine,,Operating,,,,Adaro Indonesia,Adaro Group,Production,35.6,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,,602,511,91,1560,593,2153,2851,17,Barito,,,Tabalong,South Kalimantan,Indonesia,South East Asia,-2.204484,115.527798,Exact,Terminal (Export),Pulau Laut Coal Terminal,https://www.gem.wiki/Pulau_Laut_Coal_Terminal,1997,
M0939,Tweefontein Coal Mine,"Waterpan, Boschmans, Witcons, Tavistock and South Witbank (previously known as South Stock)",https://www.gem.wiki/Tweefontein_mine_complex,,Operating,,,,"Glencore South Africa, African Rainbow Minerals (ARM)","Glencore (80%), African Rainbow Minerals (ARM) (20%)",Production,8.79,,Underground & Surface,Mixed,,59,Estimate,Bituminous,Thermal,750,168,-,11,850,-,-,948,19,Witbank,,Emalahleni,"	Nkangala",Mpumalanga,South Africa,Africa & Middle East,-26.0383942,29.1613318,Exact,,,,,
M1378,Twentymile Coal Mine,,https://www.gem.wiki/Twentymile_Mine,,Operating,,,,Peabody,Peabody,Production,1.2,,Underground,Longwall,,373,Estimate,Bituminous,Thermal & Met,320,3.6,-,-,-,-,-,-,3,Other Western,Oak Creek,,,Colorado,United States,US & Canada,40.326917,-107.010527,Exact,,,,,
M1391,Twin Branch No 1,,https://www.gem.wiki/Twin_Branch_No_1_coal_mine,,Operating,,,,Coal-Mac,Coal-Mac,Production,1.1,,Surface,Open Pit,,75,Estimate,Bituminous,,71,-,-,-,-,-,-,-,,Appalachia,Mingo,,,West Virginia (Southern),United States,US & Canada,37.8075,-82.1689,Exact,,,,2013,
M0940,Twistdraai Thubelisha Coal Mine,Thubelisha,https://www.gem.wiki/Twistdraai_Thubelisha_Colliery,,Operating,,,,Sasol Mining,Sasol,Production,7.5,,Underground,Bord and Pillar,18,160,Exact,Bituminous,Thermal,1600,260,-,-,-,-,-,-,35,Highveld,Secunda,"	Govan Mbeki",Gert Sibande,Mpumalanga,South Africa,Africa & Middle East,-26.4632919,29.2857112,Exact,,,,1980,32
M0941,Ubuntu Coal Mine,Brakfontein,https://www.gem.wiki/Ubuntu_coal_project,,Proposed,Pre-Permit,New,,,"Ndalamo Resources (51%), Universal Coal (49%)",Capacity,1.2,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal,,9,-,-,-,-,-,-,8,Witbank,Delmas,Victor Khanye,Nkangala,Mpumalanga,South Africa,Africa & Middle East,-25.860119,30.019122,Exact,,,,TBD,6
M1299,Ubuntu Colliery,Brakfontein,https://www.gem.wiki/Ubuntu_coal_project,,Operating,,,,,"Universal Coal, Ndalamo Resources",Production,1.2,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal,,9.15,9.15,0,31.7,-,-,75.8,8,Witbank Coalfield,Delmas,Victor Khanye,Nkangala,Mpumalanga,South Africa,Africa & Middle East,-26.221656,28.850291,Exact,,,,,8
M0737,Ukhaa Khudag Coal Mine,Ухаа худаг уурхай,https://www.gem.wiki/Ukhaa_Khudag_mine,,Operating,,,,Energy Resources LLC,Mongolian Mining Corporation,Production,10,,Surface,Open Pit,,59,Estimate,Bituminous,Met,,313,-,-,-,-,-,680,31,Tavan Tolgoi,,Tsogttsetsii,,South Gobi,Mongolia,East Asia,43.666785,105.518056,Exact,,,,2009,
M0645,Ukni Deep Coal Mine,,https://www.gem.wiki/Ukni_Deep_OC_Mine,,Operating,,,,Western Coalfields Limited (WCL),Coal India,Production,1.4,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,,24.37,8.85,-,-,-,-,64.38,17,Yavatmal,,,,Maharashtra,India,South Asia,20.0292,79.0546,Exact,,,,,
M0106,Ulan Complex Coal Mine,"Ulan Underground, Ulan West Underground",https://www.gem.wiki/Ulan_coal_mines,,Operating,,,,Ulan Coal Mines Limited,Glencore,Production,10.4,,Underground,Longwall,137,225,Estimate,Bituminous,Thermal,931,142,141,1,-,-,-,-,14,Western,Mudgee,,,New South Wales,Australia,Australia & NZ,-32.242539,149.749697,Exact,,,,,
M0364,Ulan Mulun Coal Mine,神华神东煤炭集团有限责任公司乌兰木伦煤矿,https://www.gem.wiki/Ulan_Mulun_Coal_Mine,https://www.gem.wiki/%E7%A5%9E%E5%8D%8E%E7%A5%9E%E4%B8%9C%E7%85%A4%E7%82%AD%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E4%B9%8C%E5%85%B0%E6%9C%A8%E4%BC%A6%E7%85%A4%E7%9F%BF,Operating,,,,China Shenhua Energy,"National Energy Investment Group (69%), HKSCC Nominees Limited (17%), Others (14%)",Capacity,5.1,,Underground,,44.80,490,Estimate,Bituminous,Thermal,,203,-,-,-,-,-,-,40,,Ulan Mulun Town,Ejin Horo Banner,Ordos,Inner Mongolia,China,East Asia,39.289093,110.183478,,,,,1992,
M0860,Ulug-Khem Project,Улуг-Хемского,https://www.gem.wiki/Ulug-Khem_coal_development_project,,Proposed,Exploration,Expansion,Stage 1,Ulughem Ugol LLC,Severstal-Resource,Capacity,5.5,,Surface,Open Pit,,59,Estimate,Bituminous,Met,,807,-,-,-,-,-,-,147,Ulug-Khem,Kyzyl,,"Kyzyl, Tandinsky",Tuva,Russia,Eurasia,51.6013748,93.9287167,Approximate,Steel Plant,,,2024,
M0860,Ulug-Khem Project,Улуг-Хемского,https://www.gem.wiki/Ulug-Khem_coal_development_project,,Proposed,Exploration,New,Stage 2,Ulughem Ugol LLC,Severstal-Resource,Capacity,4,,Surface,Open Pit,,59,Estimate,Bituminous,Met,,-,-,-,-,-,-,-,,Ulug-Khem,Kyzyl,,"Kyzyl, Tandinsky",Tuva,Russia,Eurasia,51.6013748,93.9287167,Approximate,Steel Plant,,,2030,
M0646,Umarsar Coal Mine,,https://www.gem.wiki/Umarsar_coal_mine,,Operating,,,,Gujarat Mineral Development Corporation,Gujarat Mineral Development Corporation,Production,1.4,,Surface,Open Pit,,50,Estimate,Lignite,Thermal,,15.4,-,-,-,-,-,-,11,Kutch,,,,Gujarat,India,South Asia,23.72377,68.837769,Exact,,,,,
M0647,Umrer Coal Mine,,https://www.gem.wiki/Umrer_Coal_Mine,,Operating,,,,Western Coalfields Limited (WCL),Coal India,Production,4.85,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,,11.68,-,-,-,-,-,-,2,Nagpur,Umrer,,Nagpur,Maharashtra,India,South Asia,20.845833,79.271666,Exact,,,,,
M0107,United Wambo Coal Mine,United and Wambo,https://www.gem.wiki/United_Wambo_coal_project,,Operating,,,,United Collieries and Wambo Coal,"Peabody Energy (50%), Glencore (50%)",Capacity,5.02,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal & Met,500,150,80,60,-,-,-,-,30,Sydney,Singleton,,,New South Wales,Australia,Australia & NZ,-32.549369,150.984787,Exact,,,,2020,23
M1442,Uong Bi Coal Mine,,https://www.gem.wiki/Uong_Bi_Coal_Mine,,Operating,,,,Uong Bi Coal Company,Vietnam National Coal (Vinacomin),Production,1.25,,Underground,,,494,,Subbituminous,Thermal,,-,-,-,-,-,-,-,,,,,Uông Bí,Quảng Ninh,Vietnam,South East Asia,21.06,106.76,Approximate,,,,,
M0861,Urelgolsky 5-6 Coal Mine,Urelgolsky,https://www.gem.wiki/Kiyzassky_coal_mine,,Proposed,Announced,Expansion,,,"SibAnthracite Group (50%), Vostok Coal (50%)",Capacity,3.7,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal & Met,,-,-,-,-,-,-,-,,,Myski,,,Kuzbass,Russia,Eurasia,53.570833,87.6675,Exact,,,,TBD,
M0862,Urgalugol Coal Mine,"JSC Urgalugol, Ургалуголь",https://www.gem.wiki/Urgalugol_coal_mine,,Operating,,,,JSC SUEK,Siberian Coal Energy Company (SUEK),Production,9.5,,Surface,Mixed,,59,Estimate,Bituminous,Thermal,,-,-,-,-,-,-,-,,,,,,Khabarovsk,Russia,Eurasia,51.170873,133.027726,Exact,,,,,
M0648,Urma Paharitola Coal Mine,,https://www.gem.wiki/Urma_Paharitola_coal_mine,,Proposed,Pre-Permit,New,,Aurobindo Reality and Infrastructure,Aurobindo Reality and Infrastructure,Capacity,10,,Surface,Open Pit,10,50,Estimate,Subbituminous,Thermal,,-,-,-,-,-,-,-,,Pachwara Basin,,,,Dumka & Pakur,India,South Asia,24.499941,87.500032,Approximate,,,,TBD,
M1453,Usibelli,,https://www.gem.wiki/Usibelli_Coal_Mine,,Operating,,,,"Usibelli Mine Inc.,","Usibelli Mine Inc.,",Production,0.91,1,Surface,,,75,Estimate,Subbituminous,Thermal,102,700,450,200,-,-,-,-,772,Other Western,Healy,,,Alaska,United States,US & Canada,63.92,-149.26,Exact,Coal Plant,Healy Power Station,https://www.gem.wiki/Healy_Power_Plant,1943,
M0863,Usinsk-1 Coal Mine,Усинская,https://www.gem.wiki/Usinsk-1_coal_mine,,Proposed,Construction,New,,Vorkutaugol,Severstal-Resource,Capacity,4,,Underground,,157,448,Estimate,Bituminous,Met,,621,-,-,-,-,-,-,155,,Vorkuta,,,Komi,Russia,Eurasia,67.5027536,63.9918311,Approximate,,,,2020,
M0864,Uskovskaya Coal Mine,"Усковская, Yuzhkuzbassugol",https://www.gem.wiki/Uskovskaya_coal_mine,,Operating,,,,Raspadskaya Coal Company,Evraz,Production,2.3,,Underground,,,448,Estimate,Bituminous,Met,,166.1,-,-,-,-,-,-,72,,Uskovo,,Novokuznetsky,Kemerevo,Russia,Eurasia,54.12389,87.295827,Exact,,,,,
M1309,Usutu Coal Mine,,https://www.gem.wiki/Usutu_coal_mine,,Operating,,,,Vunene Mining,IchorCoal,Production,1.92,,Underground & Surface,Mixed,,59,Estimate,Bituminous,Thermal,,-,-,-,-,-,-,153,,Ermelo,,,Msukaligwa,Mpumalanga,South Africa,Africa & Middle East,-26.577649,30.102459,Exact,Coal Plant,Camden Power Station,https://www.gem.wiki/Camden_Power_Station,1960,20
M0977,Uzulmez Coal Mine,,https://www.gem.wiki/%C3%9Cz%C3%BClmez_coal_mine,,Operating,,,,Üzülmez Taşkömürü Işletme Müessesesi,TTK,Production,0.158,,Underground,,,494,Estimate,Bituminous,,,165,132,32,-,94,94,168,1044,Zonguldak,Üzülmez,,,Zonguldak,Turkey,Europe (non-EU),41.438877,31.84698,Approximate,,,,1926,
M1438,V. I. Lenin (Kazakhstan) Coal Mine,В. И. Ленина,https://www.gem.wiki/V._I._Lenin_(Kazakhstan)_coal_mine,,Operating,,,,ArcelorMittal Temirtau JSC,ArcelorMittal,Production,2.1,,Underground,,,500,Estimate,Bituminous,,,-,-,-,-,-,-,-,,Karaganda,Shakhtinsk,,,Karaganda,Kazakhstan,Eurasia,49.725506,72.521954,Exact,,,,1964,
M1310,V. V. Vakhrushev Coal Mine,В. В. Вахрушева,https://www.gem.wiki/V._V._Vakhrushev_Coal_Mine,,Operating,,,,Rovenky Anthracite,JSC Vneshtorgservis,Production,1.2,,Underground,,,930,Estimate,Anthracite,,,32,-,-,-,-,-,-,27,,Yasenivskyi,,Antratsyt,Luhansk,Ukraine,Europe (non-EU),48.1586361,39.1848963,Exact,,,,1954,22
M0108,Valeria Coal Mine,Valeria Project,https://www.gem.wiki/Valeria_coal_project,,Proposed,Pre-Permit,New,,Valeria Coal Holdings,Glencore,Capacity,16,,Surface,Open Pit,283,59,Estimate,Bituminous,Thermal & Met,950,-,-,-,-,410,-,660,,Bowen,Emerald,,,Queensland,Australia,Australia & NZ,-23.470142,148.033559,Approximate,Terminal (Export),Dalrymple Bay Coal Terminal,https://www.gem.wiki/Dalrymple_Bay_Coal_Terminal,2026,45
M0109,Valeria South Coal Mine,,https://www.gem.wiki/Valeria_South_coal_project,,Proposed,Pre-Permit,New,,Valeria South Limited,Glencore,Capacity,1.4,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal & Met,75,-,-,-,-,45,-,55,,Bowen,Emerald,,,Queensland,Australia,Australia & NZ,-23.3407382,147.85037,Approximate,,,,2022,
M1285,Vang Danh Coal Mine,,https://www.gem.wiki/Vang_Danh_Coal_Mine,,Operating,,,,Vang Danh JSC,Vietnam National Coal (Vinacomin),Production,3.45,,Underground,,,150,Estimate,Bituminous,,,-,-,-,-,-,-,-,,,Vàng Danh,,Uông Bí,Quảng Ninh,Vietnam,South East Asia,21.1325542,106.8080632,Exact,,,,1964,
M0942,Vanggatfontein Coal Mine,Umsimbithi Mining,https://www.gem.wiki/Vanggatfontein_coal_mine,,Operating,,,,Wescoal,Wescoal,Production,3.6,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,,24.82,22.64,2.18,26.82,1.64,-,28.8,7,,Delmas,,Nkangala,Mpumalanga,South Africa,Africa & Middle East,-26.173803,28.843381,Exact,,,,,
M0943,Vele Colliery,,https://www.gem.wiki/Vele_coal_mine,,Proposed,Construction,New,,MC Mining,MC Mining,Capacity,1.2,,Surface,Open Pit,86,59,Estimate,Bituminous,Thermal & Met,,325,-,-,-,-,-,-,271,Limpopo,,Musina,Vhembe,Limpopo,South Africa,Africa & Middle East,-22.173056,29.680278,Exact,,,,TBD,
M0884,Velenje Coal Mine,,https://www.gem.wiki/Velenje_mine,,Operating,,,,,Premogovnik Velenje,Production,3.1,,Underground,,,494,Estimate,Lignite,Thermal,,358,-,-,-,-,-,-,115,Velenje,,,,,Slovenia,Europe (non-EU),46.368919,15.077637,Exact,,,,,34
M0459,Vereinigtes Schleenhain Coal Mine,,https://www.gem.wiki/Vereinigtes_Schleenhain_coal_mine,,Operating,,,,MIBRAG,EPH,Production,11,,Surface,Open Pit,,50,Estimate,Lignite,Thermal,,415,-,-,-,-,-,-,38,Central German Coalfield,"Groitzsch, Neukieritzsch",,,Saxony-Anhalt,Germany,Europe (EU-27),51.128,12.386,Exact,,,,1949,20
M0865,Verkhneteshsky Coal Mine,Верхнетешский,https://www.gem.wiki/Verkhneteshsky_coal_mine,,Proposed,Exploration,New,,,SibAnthracite Group,Capacity,5,,Surface,Open Pit,,59,Estimate,Bituminous,,,72,-,-,-,-,-,-,14,,Novokuznetsk,,,Kemerovo,Russia,Eurasia,53.505201,87.529449,Exact,,,,2020,
M0110,Vickery Coal Mine,,https://www.gem.wiki/Vickery_coal_mine,,Proposed,Pre-Permit,Recommission,Stage 1,Vickery Coal,Whitehaven,Capacity,4.5,,Surface,Open Pit,30,59,Estimate,Bituminous,Met,450,-,-,-,-,-,-,-,,Gunnedah,Boggabri,,,New South Wales,Australia,Australia & NZ,-30.76467,150.17894,Exact,Terminal (Export),Steel,,2024,
M0110,Vickery Coal Mine,,https://www.gem.wiki/Vickery_coal_mine,,Proposed,Pre-Permit,Expansion,Stage 2,Vickery Coal,Whitehaven,Capacity,5.5,,Surface,Open Pit,30,59,Estimate,Bituminous,Met,170,200,-,200,230,260,490,635,36,Gunnedah,Boggabri,,,New South Wales,Australia,Australia & NZ,-30.76467,150.17894,Exact,Terminal (Export),Steel,,2024,25
